Name,Coordinate
Wisma KODIKA Losong TRG,"5.316300,103.113395"
Medini 7 JOH,"1.413730,103.628060"
Smpg Empat Hutan Melintang PRK,"3.897405,100.938463"
"Miri Times Square, SWK","4.3936780,113.9858700"
"Kelana Mas, Langkawi KDH","6.324320,99.844965"
Residensi Highpark Kelana Jaya SEL,"3.101792,101.599262"
KYM Tower SEL,"3.161683,101.614190"
Caltex Universti KED,"5.718292,100.485952"
Batu Nilam 3C Bukit Tinggi SEL,"3.009178,101.435273"
"Taman Foh Sang, SBH","5.958122,116.087724"
Conezion IOI City SEL,"2.965836,101.720297"
"KTCC Mall , TRG","5.334171,103.148961"
Setia Sentral Bukit Mertajam PG,"5.3547905,100.4189736"
Bagan Specialist PG,"5.410603,100.385852"
Wisma Shoreservices Labuan SBH,"5.280710,115.240315"
"Residensi Era Novum, KL","3.113974,101.666434"
"Intan Mas, Teluk Intan PRK","3.988682,101.011518"
Dayang Business Langkawi KED,"6.317221,99.850563"
Tmn Klebang Putra Chemor PRK,"4.684897,101.119523"
Arc Ampang Ukay SEL,"3.172092,101.756800"
Pekan Gemas N9,"2.581509,102.612526"
"Taman Kamunting Impiana, PRK","4.925621,100.723151"
Kg Lawan Kuda Gopeng PRK,"4.458305, 101.158918"
"One Precinct, PG","5.325574,100.285061"
"Jalan Burma Georgetown, PG","5.423444,100.321341"
"Caltex Taman Haz Melati, KDH","6.514948,100.242710"
"Menara PNB, KL","3.157403,101.720288"
"Bintang Fairlane, KL","3.145068,101.712736"
"BDC Specialist Hospital, Kuching SWK","1.5061266,110.3654756"
"SD Residence Selayang, KL","3.238481,101.660822"
Dataran Pahlawan MLK,"2.190328,102.249055"
"D.A. Square Sri Damansara, KL","3.192076,101.617027"
"Kg Raja, Cameron PRK","4.558361,101.414605"
Central Square Sg Petani KED,"5.636735,100.488260"
"M3 Mall Setapak, KL","3.217820,101.718857"
"Residensi Awani II Sentul, KL","3.210466,101.682102"
Permas Jaya 4 JHR,"1.498193,103.812226"
B.Baru Selayang 2 SEL,"3.262909,101.678070"
Tokio Marine JB JOH,"1.458393,103.764709"
"Tmn Bukit Mentok Kemaman, TRG","4.226128,103.414715"
"Kg Tapang KB, KEL","6.123654,102.278434"
"Jalan Alur Ladang 1, Kuantan","3.866300,103.366270"
"Residensi Park Bukit Jalil, KL","3.052649,101.672699"
"Kubang Buaya, Kuantam PHG","3.828943,103.343070"
"Taman Bayu Puteri JB, JOH","1.498114,103.789037"
1st Avenue PG,"5.413689,100.331130"
"Kg Sungai Manggis Banting, SEL","2.825674,101.537814"
"Seksyen 52 PJ, SEL","3.099815,101.646346"
The AmpWalk KL,"3.160776,101.728309"
"Taman Ipoh, PRK","4.611958,101.107777"
Northpoint Mid Valley KL,"3.119876,101.677853"
Bandar Hill Park Puncak Alam SEL,"3.213063,101.465358"
Sunsuria Forum SEL,"3.105468,101.468637"
Taman Acheh Indah PG,"5.149359,100.422247"
Taman Pantai Sepang SEL,"2.624650,101.707604"
Quayside Mall SEL,"2.956084,101.552939"
Vistana Indah Alor Setar KED,"6.151270,100.408840"
"Jalan Besar, Brinchang PHG","4.491475,101.388519"
"Jln Sek Chong Hwa, Kluang JOH","2.028772,103.326104"
USJ 20 SEL,"3.030255,101.585067"
"Bandar Gambang, Kuantan PHG","3.710912,103.119144"
"Tmn Bukit Flora, Batu Pahat JOH","1.811443,102.956693"
Desa Sri Hartamas SEL,"3.162978,101.652401"
"Kg Khatib Ali, KB KEL","6.117007,102.266228"
Cenang Mall Langkawi KED,"6.290565,99.727909"
"Taman Sri Saujana, KT JOH","1.672494,103.851633"
"Caltex Seri Muda, Penaga PG","5.536434,100.380384"
Krystal Square PG,"5.336035,100.290839"
Kg Pak Sabah Dungun TRG,"4.745967,103.409579"
"Taman Desa Duyung, MLK","2.205886,102.303113"
"Jalan Panglima, Ipoh PRK","4.596847,101.077817"
"Gleneagles Medini, JOH","1.426653,103.635823"
CALTEX SG LALANG KED,"5.707318,100.544796"
Pusat Perniagaan Lenggong PRK,"5.107783,100.969264"
"Jln Padang Garong, KB KEL","6.127642,102.241595"
"Tmn Balok Makmur, Kuantan PHG","3.964438,103.383638"
Taman Puteri Indah Rompin PHG,"2.819091,103.444362"
Vista Residence Genting Highland PHG,"3.387628,101.772276"
Jalan Bukit Bintang KL,"3.145713,101.710136"
"Pusat Perdagangan Ara, Batang Kali SEL","3.452965,101.663609"
"Kg Banggol Pauh, KT TRG","5.345754,103.117299"
Cameron Centrum Brinchang PHG,"4.495498,101.389451"
"Jalan Pekan, Kota NS","2.519136,102.157563"
"Tmn Tangga Batu Perdana, MLK","2.251398,102.157242"
"Sg Karang Damai, Kuantan PHG","3.895958,103.361404"
Pr1ma Lakefront Cyberjaya SEL,"2.928043,101.630578"
"Jalan Syed Sheikh, Baling KED","5.675447,100.917562"
"Kompleks Alor Malai, AS KED","6.127666,100.385635"
"Tmn Santuari Merbok, Nibong Tebal PG","5.184834,100.485917"
"Jalan Bahru, Renggam JOH","1.884627,103.402168"
"Taman Bayu Damai, Pengerang JOH","1.387556,104.273387"
"Rio Office Park, Puchong SEL","3.020913,101.623974"
"Taman Tunku Sarina, Jitra KED","6.253693,100.449141"
"Taman Mas Maju, AS KED","6.195937,100.386014"
"Permatang Badak Perdana, Kuantan PHG","3.774997,103.264742"
"Jln Mat Kilau, Kuantan PHG","3.799427,103.317924"
Exchange 106 KL,"3.141601,101.717997"
"Jalan Besar, Bidor PRK","4.114979,101.284486"
Amanjaya Mall KED,"5.673552, 100.508928"
Senawang Perdana N9,"2.655121, 102.003293"
"Jln Layang Taman Perling, JOH","1.473295,103.674566"
"Taman Ixora, Tapah, PRK","4.216514,101.276904"
"Pusat Perdagangan Sri Mersing, JOH","2.439266,103.833211"
SOHO Ipoh PRK,"4.592568, 101.089981"
Bdr Kubang Kerian KB KEL,"6.100955,102.279968"
Taman Scientex Pasir Gudang JOH,"1.501671,103.915560"
"Caltex Sahabat, Tanjong Karang SEL","3.408720, 101.198579"
"Sg. Karang Darat, Kuantan PHG","3.909327,103.348684"
"Marigold Square, Tanah Rata PHG","4.472974,101.380409"
"Jalan Raya, Serdang KDH","5.212391, 100.612976"
"Kg Pasir Putih, Pasir Gudang JHR","1.443189,103.932265"
Cabang 4 Tumpat KEL,"6.148932,102.161761"
Batang Benar N9,"2.843062,101.829138"
Simpang Kuala 2 KED,"6.096993, 100.363989"
Bdr Darulaman 2 Jitra KDH,"6.253325, 100.428052"
Tmn Setia Jaya BP JOH,"1.869905, 102.945309"
Bandar Baru Kangkar Pulai JOH,"1.564793,103.587153"
Tmn Scientex Senai JOH,"1.630498,103.682561"
Kg Raja Uda Klang SEL,"3.012690,101.408435"
Juasseh Sentosa NS,"2.789983,102.293313"
Tmn Sri Tengah Kluang JOH,"2.054041,103.351796"
Tmn Tasik Indah Kluang JOH,"1.994392,103.295505"
Irama Square Jln Putra Permai SEL,"2.984924,101.565455"
Taman Awani Bangi SEL,"2.899583,101.779223"
Damai Court 2 Temerloh PHG,"3.439878,102.418933"
"BBCP KLIA 1, Sepang, SEL","2.754597, 101.703233"
Hospital UITM Puncak Alam SEL,"3.209845,101.451292"
Oren Bukit Mertajam PEN,"5.351911,100.454827"
"Seri Emas Indah, Nibong Tebal PEN","5.140127,100.479386"
Tmn Chit Loong Bidor PRK,"4.113798,101.291716"
Design Village 2 PEN,"5.243481,100.435657"
Kg Baru Smpg 2 Sitiawan PRK,"4.198731,100.730032"
Eko Galleria JHR,"1.441593,103.617157"
"Jalan Duku, Kluang JHR","2.037114,103.319531"
Lagenda Heights 2 Sg Petani KED,"5.658833,100.501078"
Menara Shell KL,"3.130565,101.684533"
Cherating Makmur PHG,"4.109524,103.380918"
Jln Besar Gopeng PRK,"4.473235,101.165232"
Tmn Timah Ipoh PRK,"4.577518,101.137779"
Pusat Per Angsana N9,"2.806496,102.381144"
Tmn Umbai Impian MLK,"2.177993,102.344904"
Pekan Bagan Datuk PRK,"3.991371,100.786198"
PK Bentara BP JHR,"1.858800,102.930189"
PK Yong Peng JHR,"2.014650,103.067813"
Tmn Senai Utama JHR,"1.608362,103.644287"
Gunong Bachok KEL,"5.988565,102.348357"
Sendayan Merch Square N9,"2.680783,101.868011"
"Maha Tower, Langkawi KED","6.320355,99.846311"
PK Suria Gelang Patah JHR,"1.455880,103.598554"
Saradise Kuching SWK,"1.5046784,110.3621456"
"Tmn Pasir Besar, Gemas NS","2.652960,102.534057"
"Warisan Putra, Dengkil, SEL","2.885175,101.726721"
Bdr Baru Jelawat KEL,"6.011793,102.381377"
"Tmn Sang Kancil, Lunas KED","5.423554,100.536836"
Bandar Baru Medan Ipoh PRK,"4.616602,101.121343"
Taman Jaya Senawang N9,"2.719853,102.001688"
"Tmn Cenderawasih, Kuantan PHG","3.811008,103.292992"
"Tmn Lee Ling, KCH SWK","1.572412,110.300413"
"Jalan Laxamana, Ipoh PRK","4.596547,101.081406"
Pandan Perdana Kuantan PHG,"3.774193,103.225531"
"Kuala Sepetang, Taiping PRK","4.838113,100.629287"
"Jalan Panching Kuantan, PHG","3.766220,103.192489"
"Meru Perdana, Chemor PRK","4.686318,101.085567"
"Kg Padang Baru, Kuantan PHG","3.867649,103.244159"
Kompleks MHJ Utama KED,"6.088143,100.311232"
Tmn Suria Jaya Sitiawan PRK,"4.206147,100.691453"
"Tmn Wallagonia, Tapah PRK","4.185307,101.220240"
"Tmn Pengkalan Jaya, Ipoh, PRK","4.555879,101.079524"
"Kg Laha, Besut, TRG","5.782992,102.556200"
"Tmn Bertam Impian, MLK","2.292380,102.173165"
Bkt Desa Semantan Temerloh PHG,"3.472535,102.385620"
"Tmn Vila Harmoni, PEN","5.486448,100.479944"
#2853 7Café - Menara TA One KL,"3.156894,101.709824"
#0091 7Café - Tun H.S. Lee KL,"3.142734,101.696577"
#0221 7Café - Hartamas KL,"3.161556,101.649676"
#0465 7Café - Bkt Antarabangsa KL,"3.191593,101.770742"
"#2898 7Café - Tmn Saujana KLIA, Sepang SEL","2.819129,101.691135"
"#2902 7Café - Eco Ardence, Shah Alam SEL","3.088474,101.477964"
#1001 7Café - Jln Kristal Sec 7 SA,"3.074716,101.486431"
"#2359 7Café - Jalan Warisan, Sentral 1, Sepang","2.8179883,101.694147"
#0048 7Café - TTDI Helmi Sel,"3.152643,101.621564"
"#0312 7Café - Bukit D'sara, KL","3.150155,101.653871"
#0317 7Café - Tmn Segar Cheras,"3.089504,101.742668"
#1138 7Café - Damansara Utama 2,"3.136812,101.623581"
#1472 7Café - TmnDanauKota Setapak,"3.202453,101.717289"
#1655 7Café - Bkt Tinggi City KLG,"3.007126,101.435673"
#0564 7Café - Tmn Danau Desa KL,"3.099234,101.686505"
"#0246 7Café - Ampang Point, KL","3.158987,101.751715"
"#2910 7Café - Setia Utama, Setia Alam SEL","3.124559,101.467763"
#2855 7Café - IPC Shopping Centre PJ SEL,"3.156268, 101.611984"
#0139 7Café - SJMC Subang Jaya,"3.078745,101.594753"
"#2549 7Café - KLTS, Jalan Gombak","3.203599,101.702856"
#0223 7Café - Melawati KL,"3.210639,101.750865"
#0757 7Café - SD Tanjung Sel,"3.188714,101.605282"
"#2261 7Café - Commerce One, Off Jln Klang Lama KL","3.084514,101.671533"
#2090 7Café - Dwitasik 2,"3.101607,101.713743"
#2880 7Café - Bandar Puteri Puchong SEL,"3.025459, 101.615800"
#0325 7Café - Pandan Indah II KL,"3.122918,101.750937"
#2920 7Café - Eco Majestic 10 SEL,"2.901423,101.835253"
"#2374 7Café - Taman Equine, Seri Kembangan","2.9970363,101.6783461"
#1812 7Café - Astana Utama Sek 13,"3.244711,101.426387"
"#1024 7Café - Sentul Raya, KL","3.185131,101.692186"
#2921 7Café - Eight Kinrara SEL,"3.050211,101.645134"
#2058 7Café - Tanjung Rhu SA,"2.978495,101.534483"
#2216 7Café - Wangsa Delima W-Maju,"3.197313,101.742397"
"#2583 7Café - Bandar Parklands, Klang.","2.974318,101.457665"
#1074 7Café - Hentian Kajang,"2.957077,101.790916"
#0140 7Café - Sunway Pyramid PJ,"3.07241,101.609244"
#1916 7Café - Glomac Cyberjaya,"2.924279,101.655971"
#2808 7Café - Solaris Montkiara KL,"3.174238,101.659650"
"#2890 7Café - Komune Living, BTR KL","3.099913,101.718061"
#2916 7Café - Puncak Sentul KL,"3.202057,101.688156"
"#2919 7Café - BSP 21 , Bdr Saujana Putra SEL","2.943662,101.588155"
#0314 7Café - Putrajaya,"2.938951,101.682913"
"#2891 7Café - Jln Tun Fuad 1, TTDI KL","3.141767,101.629123"
"#2830 7Café - Eco Grandeur, SEL","3.232743,101.450465"
"#2288 7Café - Menara AA, Jln Tun Razak KL","3.1438558,101.7212158"
#2933 7Café - Residensi Sentrum Kepong KL,"3.215742,101.643875"
#0463 7Café - Tmn Melur Ampang,"3.12089,101.770555"
#1652 7Café - Kemuning Utama SA,"3.019225,101.535237"
#2637 7Café - Colmar B.Tinggi Phg,"3.400531,101.839607"
#1318 7Café - Kuchai Maju KL,"3.089715,101.687523"
#1171 7Café - Dtrn Ara D'sara PJ,"3.119489,101.579866"
#2491 7Café - MKH Avenue Kajang,"2.9924988,101.7920423"
#2927 7Café - Residensi Cheras Selatan SEL,"3.036211,101.764027"
#1326 7Café - Pelangi Semenyih Sel,"2.931777,101.855608"
#0159 7Café - Pandan Indah 1 KL,"3.132687,101.753037"
"#2939 7Café - Vista Bangi Jln Reko, Kajang SEL","2.945544,101.785547"
"#1089 7Café - Ulu Bernam, Sel","3.673874,101.531307"
"#2957 7Café - GM Klang, Bandar Botanic SEL","2.9911458,101.450131"
#2918 7Café - Karya Baru Metropolitan KL,"3.226109,101.649957"
"#2941 7Café - Jalan Kenari 9, Puchong SEL","3.047442,101.622178"
#2934 7Café - Midfield Dataran Niaga sg Besi KL,"3.095752,101.700554"
#1857 7Café - Bandar Putera Klang,"2.978926,101.502168"
#1285 7Café - TskKesumaBeranangSel,"2.905863,101.864706"
"#2418 7Café - Maxim Citylight, Sentul","3.2078648,101.6898179"
#0044 7Café - Sec 2 SA,"3.071513,101.508669"
"#2445 7Café - Bandar Saujana Putra, Jenjarom","2.9524564,101.578002"
#2208 7Café - Tmn Desa Sijangkang,"2.93981,101.47181"
"#2955 7Café - EkoCheras Mall 2, KL","3.09466,101.73895"
"#0552 7Café - Dengkil, SEL","2.864459,101.675243"
#0533 7Café - Putra Permai S.Kemb,"2.995705,101.669664"
#2950 7Café - SS15/8A Subang Jaya SEL,"3.074124,101.589440"
"#2503 7Café - Medan Pusat, Sek 9 Bangi","2.963245,101.753748"
#1715 7Café - Jalan Orkid Rawang,"3.404159,101.55759"
"#2557 7Café - Perdana Industrial Park, Puchong","2.944232,101.601976"
#2949 7Café - Bdr Tropicana Aman SEL,"2.943446,101.528186"
#2960 7Café - Wisma Infinitum KL,"3.161384,101.700955"
#0297 7Café - TTDI Jaya SA,"3.097206,101.555844"
#0080 7Café - AU2 Keramat KL,"3.172142,101.750914"
#2082 7Café - Antara Gapi Serendah,"3.423097,101.627765"
"#1824 7Café - Villa Tropika, Kajang","2.941059,101.790262"
#2948 7Café - Menara Hap Seng 2 KL,"3.15206,101.70690"
"#2840 7Café - Vista Alam, Shah Alam SEL","3.071348,101.524618"
#0160 7Café - Sec 19 SA,"3.048717,101.53414"
#0286 7Café - Sec 8 PJ,"3.100222,101.640951"
#2811 7Café - Boulevard Mid Valley KL,"3.117797,101.676420"
#2959 7Café - Residensi Equine SEL,"2.996315,101.675128"
#2969 7Café - Residensi Rimbun (Canopy Hills) SEL,"2.957355,101.795085"
"#2972 7Café - Jln Astaka, Bukit Raja Klang SEL","3.090324,101.452700"
#2980 7Café - Taman Genting Permai PHG,"3.386744,101.774720"
#1111 7Café - Sungai Pelek Sel,"2.642575,101.717345"
#1447 7Café - I City Shah Alam,"3.064549,101.48344"
#2237 7Café - Dataran Sunway 5/12,"3.153323,101.592872"
"#2628 7Café - Plaza Arkadia, Kuala Lumpur","3.186087,101.635876"
#1316 7Café - Metro Avenue Kajang,"2.995901,101.790162"
"#2173 7Café - Sri Buloh, Shah Alam","3.203299,101.543536"
#0287 7Café - Bkt Sentosa Rwg,"3.399942,101.559781"
"#1711 7Café - Dataran C180, Cheras","3.035506,101.765983"
#2991 7Café - Nadayu99 Cyberjaya SEL,"2.920415,101.638130"
#0270 7Café - Mulia Cheras,"3.090896,101.713987"
#1044 7Café - Dtrn Sunway PJU 5/3,"3.1517,101.595425"
#1995 7Café - E-Boulevard SA,"3.162105,101.511776"
#1065 7Café - Sg Merab Bangi,"2.942026,101.750647"
#0571 7Café - Puchong Perdana,"3.006628,101.605457"
"#2995 7Café - Panglima Hitam, Alam Impian SEL","3.026884,101.515881"
"#1850 7Café - Angerik Perdana,KJG","2.973719,101.824671"
#2633 7Café - Banting Baru Sel,"2.817602,101.454943"
#0458 7Café - Puchong Prima,"2.999659,101.595621"
#1348 7Café - Ampang Utama KL,"3.154387,101.751214"
#1110 7Café - Kajang Utama,"2.974839,101.80036"
#2984 7Café - Tropika Bukit Jalil KL,"3.052948,101.678603"
#2994 7Café - Elmina East Shah Alam SEL,"3.186065,101.525359"
#2963 7Café - Gleneagles Hospital KL,"3.161131,101.740232"
"#1161 7Café - SS6,Kelana Jaya PJ","3.105793,101.600084"
#2190 7Café - Pacific Place,"3.1115217,101.5862766"
#2108 7Café - Parklane OUG 2,"3.068321,101.657471"
#2998 7Café - Greenfield Sunway SEL,"3.078489,101.612627"
#1985 7Café - Tmn Cempaka Banting,"2.800379,101.493301"
#1274 7Café - Phileo Damansara PJ,"3.126991,101.643786"
"#3001 7Café - Datum Jelatek, KL","3.167401,101.736302"
"#1619 7Café - Serdang, SEL","3.008037,101.713689"
"#2537 7Café - Plaza Damas, Tmn Sri Hartamas KL","3.164332,101.656881"
"#3000 7Café - Residensi Lavile, KL","3.127764,101.727757"
"#2579 7Café - Taman Lestari Puchong, Seri Kembangan.","2.993893,101.651507"
#0813 7Café - Plaza Mont' Kiara KL,"3.165881,101.65221"
#2846 7Café - Green Park Rawang SEL,"3.281248,101.465476"
"#2999 7Café - Majestic Maxim, KL","3.076691,101.742734"
#1083 7Café - Bidor Perak,"4.112825,101.287173"
#1867 7Café - Taman Uni T.Malim,"3.685126,101.527837"
#1476 7Café - Dtrn Prima PJ,"3.117684,101.59461"
#2450 7Café - Shamelin Star Cheras,"3.1261931,101.7370945"
#2724 7Café - Kinrara Town 5A SEL,"3.046529,101.645339"
"#2943 7Café - Tiara Sendayan, NS","2.701947,101.819423"
"#2977 7Café - Mercu 2, KL","3.118613,101.673558"
"#3014 7Café - KSL Esplanade, Klang SEL","2.957084,101.467727"
#1100 7Café - Sunway Pyramid PJS11,"3.072864,101.609242"
"#2412 7Café - Residensi PV21, Setapak","3.2002459,101.7197916"
"#3023 7Café - Dataran Jade Hills, Kajang SEL","2.992206,101.760400"
"#3015 7Café - Setia Eco Templer, Rawang, SEL","3.288008,101.638213"
